ship-state,Date,Total_amount
DADRA AND NAGAR,06-26-22,1148.0
DELHI,03-31-22,7424.0
DELHI,04-01-22,52529.79
DELHI,04-02-22,58804.96
DELHI,04-03-22,73045.67
DELHI,04-04-22,45846.44
DELHI,04-05-22,56909.0
DELHI,04-06-22,52765.67
DELHI,04-07-22,54969.0
DELHI,04-08-22,55075.71
DELHI,04-09-22,45990.95
DELHI,04-10-22,72881.83
DELHI,04-11-22,52888.17
DELHI,04-12-22,38615.57
DELHI,04-13-22,55333.52
DELHI,04-14-22,55585.61
DELHI,04-15-22,63737.33
DELHI,04-16-22,59478.18
DELHI,04-17-22,53605.07
DELHI,04-18-22,49996.95
DELHI,04-19-22,51066.0
DELHI,04-20-22,64763.53
DELHI,04-21-22,52071.76
DELHI,04-22-22,53266.38
DELHI,04-23-22,67889.14
DELHI,04-24-22,66102.24
DELHI,04-25-22,46987.99
DELHI,04-26-22,55197.38
DELHI,04-27-22,53795.59
DELHI,04-28-22,41345.29
DELHI,04-29-22,38525.0
DELHI,04-30-22,45160.58
DELHI,05-01-22,54506.24
DELHI,05-02-22,57471.0
DELHI,05-03-22,55743.9
DELHI,05-04-22,46416.0
DELHI,05-05-22,47726.29
DELHI,05-06-22,62319.1
DELHI,05-07-22,53194.15
DELHI,05-08-22,47877.05
DELHI,05-09-22,42439.0
DELHI,05-10-22,40222.0
DELHI,05-11-22,39145.53
DELHI,05-12-22,28752.96
DELHI,05-13-22,44466.21
DELHI,05-14-22,39736.34
DELHI,05-15-22,50810.04
DELHI,05-16-22,39009.39
DELHI,05-17-22,45615.14
DELHI,05-18-22,44168.25
DELHI,05-19-22,40120.76
DELHI,05-20-22,35046.0
DELHI,05-21-22,41241.48
DELHI,05-22-22,39317.52
DELHI,05-23-22,36495.68
DELHI,05-24-22,41927.36
DELHI,05-25-22,47367.71
DELHI,05-26-22,37190.0
DELHI,05-27-22,48272.05
DELHI,05-28-22,41369.0
DELHI,05-29-22,41236.81
DELHI,05-30-22,36572.0
DELHI,05-31-22,41571.24
DELHI,06-01-22,60970.81
DELHI,06-02-22,51227.24
DELHI,06-03-22,38319.0
DELHI,06-04-22,58053.38
DELHI,06-05-22,57536.11
DELHI,06-06-22,47254.0
DELHI,06-07-22,51435.0
DELHI,06-08-22,38412.25
DELHI,06-09-22,42841.38
DELHI,06-10-22,42352.1
DELHI,06-11-22,41642.0
DELHI,06-12-22,58673.9
DELHI,06-13-22,43323.62
DELHI,06-14-22,56865.0
DELHI,06-15-22,39912.71
DELHI,06-16-22,41982.29
DELHI,06-17-22,42631.95
DELHI,06-18-22,31365.01
DELHI,06-19-22,43959.92
DELHI,06-20-22,33888.76
DELHI,06-21-22,23878.43
DELHI,06-22-22,39901.07
DELHI,06-23-22,30818.81
DELHI,06-24-22,25212.1
DELHI,06-25-22,29611.0
DELHI,06-26-22,47717.91
DELHI,06-27-22,40230.48
DELHI,06-28-22,51452.24
DELHI,06-29-22,14747.0
Delhi,04-01-22,1132.0
Delhi,04-02-22,589.0
Delhi,04-04-22,791.0
Delhi,04-05-22,549.0
Delhi,04-06-22,443.0
Delhi,04-07-22,997.0
Delhi,04-08-22,548.0
Delhi,04-10-22,788.0
Delhi,04-11-22,2308.0
Delhi,04-12-22,1133.0
Delhi,04-13-22,487.0
Delhi,04-14-22,625.0
Delhi,04-15-22,1648.0
Delhi,04-16-22,590.0
Delhi,04-17-22,3313.0
Delhi,04-18-22,1311.0
Delhi,04-19-22,788.0
Delhi,04-20-22,1352.0
Delhi,04-21-22,563.0
Delhi,04-22-22,1727.0
Delhi,04-23-22,2368.0
Delhi,04-24-22,2614.0
Delhi,04-25-22,696.0
Delhi,04-26-22,1062.0
Delhi,04-28-22,499.0
Delhi,04-29-22,1117.0
Delhi,05-01-22,1719.0
Delhi,05-03-22,1757.0
Delhi,05-04-22,517.0
Delhi,05-05-22,1233.0
Delhi,05-06-22,2428.29
Delhi,05-08-22,3677.21
Delhi,05-09-22,1768.29
Delhi,05-10-22,399.0
Delhi,05-11-22,1144.0
Delhi,05-12-22,1105.36
Delhi,05-13-22,1595.0
Delhi,05-14-22,1180.0
Delhi,05-15-22,736.0
Delhi,05-18-22,1170.0
Delhi,05-19-22,1432.0
Delhi,05-20-22,1285.24
Delhi,05-21-22,1184.0
Delhi,05-22-22,1541.0
Delhi,05-26-22,399.0
Delhi,05-27-22,1683.0
Delhi,05-28-22,518.0
Delhi,05-29-22,3677.0
Delhi,05-31-22,537.0
Delhi,06-01-22,0.0
Delhi,06-02-22,1570.0
Delhi,06-04-22,590.0
Delhi,06-05-22,999.0
Delhi,06-06-22,2053.0
Delhi,06-07-22,650.0
Delhi,06-08-22,2506.0
Delhi,06-09-22,1824.48
Delhi,06-10-22,631.0
Delhi,06-11-22,3047.0
Delhi,06-12-22,1651.0
Delhi,06-13-22,434.0
Delhi,06-14-22,1351.0
Delhi,06-15-22,4972.0
Delhi,06-16-22,1753.0
Delhi,06-17-22,399.0
Delhi,06-18-22,945.0
Delhi,06-20-22,463.0
Delhi,06-23-22,1915.0
Delhi,06-24-22,1344.0
Delhi,06-25-22,1867.0
Delhi,06-28-22,955.0
GOA,03-31-22,542.0
GOA,04-01-22,3359.4300000000003
GOA,04-02-22,8661.67
GOA,04-03-22,10474.0
GOA,04-04-22,9880.67
GOA,04-05-22,5088.0
GOA,04-06-22,5955.0
GOA,04-07-22,12366.86
GOA,04-08-22,12007.48
GOA,04-09-22,10450.0
GOA,04-10-22,13123.0
GOA,04-11-22,3858.0
GOA,04-12-22,10820.81
GOA,04-13-22,6529.57
GOA,04-14-22,9459.14
GOA,04-15-22,13880.0
GOA,04-16-22,8344.0
GOA,04-17-22,5730.280000000001
GOA,04-18-22,7037.86
GOA,04-19-22,7078.0
GOA,04-20-22,13343.48
GOA,04-21-22,10174.24
GOA,04-22-22,8126.0
GOA,04-23-22,4345.0
GOA,04-24-22,5751.0
GOA,04-25-22,14017.0
GOA,04-26-22,11142.19
GOA,04-27-22,10400.14
GOA,04-28-22,8292.0
GOA,04-29-22,4391.0
GOA,04-30-22,4123.0
GOA,05-01-22,9398.0
GOA,05-02-22,8873.0
GOA,05-03-22,9568.76
GOA,05-04-22,7804.0
GOA,05-05-22,6443.0
GOA,05-06-22,5285.0
GOA,05-07-22,11524.0
GOA,05-08-22,6187.0
GOA,05-09-22,8609.0
GOA,05-10-22,2468.0
GOA,05-11-22,5580.14
GOA,05-12-22,1640.0
GOA,05-13-22,3519.0
GOA,05-14-22,5203.86
GOA,05-15-22,5677.0
GOA,05-16-22,9896.0
GOA,05-17-22,7424.86
GOA,05-18-22,9702.71
GOA,05-19-22,2102.0
GOA,05-20-22,6923.0
GOA,05-21-22,2537.0
GOA,05-22-22,1295.0
GOA,05-23-22,4257.0
GOA,05-24-22,4467.0
GOA,05-25-22,5006.0
GOA,05-26-22,5806.0
GOA,05-27-22,8016.0
GOA,05-28-22,5677.0
GOA,05-29-22,6188.0
GOA,05-30-22,5816.0
GOA,05-31-22,5245.0
GOA,06-01-22,8241.86
GOA,06-02-22,7710.0
GOA,06-03-22,8849.0
GOA,06-04-22,3081.62
GOA,06-05-22,10952.93
GOA,06-06-22,4509.0
GOA,06-07-22,7013.0
GOA,06-08-22,6428.29
GOA,06-09-22,5947.0
GOA,06-10-22,5870.0
GOA,06-11-22,4216.0
GOA,06-12-22,7296.0
GOA,06-13-22,4001.0
GOA,06-14-22,2891.0
GOA,06-15-22,2458.0
GOA,06-16-22,4986.0
GOA,06-17-22,8552.0
GOA,06-18-22,7517.0
GOA,06-19-22,6013.0
GOA,06-20-22,8089.0
GOA,06-21-22,6290.0
GOA,06-22-22,7614.0
GOA,06-23-22,2967.0
GOA,06-24-22,5469.0
GOA,06-25-22,3519.0
GOA,06-26-22,8860.0
GOA,06-27-22,4125.0
GOA,06-28-22,6497.0
GOA,06-29-22,2586.0
Goa,04-07-22,267.0
Goa,04-08-22,442.0
Goa,04-11-22,788.0
Goa,04-16-22,459.0
Goa,04-21-22,1583.0
Goa,04-23-22,1669.0
Goa,04-28-22,846.0
Goa,04-29-22,579.0
Goa,04-30-22,1584.0
Goa,05-08-22,787.0
Goa,05-09-22,579.0
Goa,05-22-22,625.0
Goa,05-29-22,574.0
Goa,05-31-22,1604.0
Goa,06-03-22,771.0
Goa,06-07-22,636.0
Goa,06-08-22,457.0
Goa,06-09-22,486.0
Goa,06-15-22,443.0
Goa,06-23-22,301.0
Goa,06-25-22,301.0
Gujarat,03-31-22,4591.0
Gujarat,04-01-22,31512.0
Gujarat,04-02-22,34584.96
Gujarat,04-03-22,32490.0
Gujarat,04-04-22,32013.0
Gujarat,04-05-22,33971.42
Gujarat,04-06-22,35492.62
Gujarat,04-07-22,26947.72
Gujarat,04-08-22,36326.14
Gujarat,04-09-22,27747.2
Gujarat,04-10-22,40599.0
Gujarat,04-11-22,24899.68
Gujarat,04-12-22,31441.34
Gujarat,04-13-22,30790.04
Gujarat,04-14-22,44001.8
Gujarat,04-15-22,31793.24
Gujarat,04-16-22,36370.48
Gujarat,04-17-22,40881.44
Gujarat,04-18-22,27708.66
Gujarat,04-19-22,33943.86
Gujarat,04-20-22,39293.44
Gujarat,04-21-22,30535.76
Gujarat,04-22-22,30194.8
Gujarat,04-23-22,30201.28
Gujarat,04-24-22,42596.86
Gujarat,04-25-22,37251.32
Gujarat,04-26-22,29627.66
Gujarat,04-27-22,18412.54
Gujarat,04-28-22,28976.34
Gujarat,04-29-22,43506.36
Gujarat,04-30-22,39971.52
Gujarat,05-01-22,41769.0
Gujarat,05-02-22,36074.8
Gujarat,05-03-22,39572.96
Gujarat,05-04-22,44697.66
Gujarat,05-05-22,37916.42
Gujarat,05-06-22,41228.1
Gujarat,05-07-22,40846.7
Gujarat,05-08-22,36454.72
Gujarat,05-09-22,30709.4
Gujarat,05-10-22,27076.66
Gujarat,05-11-22,29715.14
Gujarat,05-12-22,27419.28
Gujarat,05-13-22,29755.48
Gujarat,05-14-22,31044.9
Gujarat,05-15-22,33492.58
Gujarat,05-16-22,28879.48
Gujarat,05-17-22,36920.94
Gujarat,05-18-22,33083.24
Gujarat,05-19-22,27357.78
Gujarat,05-20-22,30235.42
Gujarat,05-21-22,19070.12
Gujarat,05-22-22,20868.24
Gujarat,05-23-22,22767.34
Gujarat,05-24-22,25330.38
Gujarat,05-25-22,24330.0
Gujarat,05-26-22,26809.2
Gujarat,05-27-22,31535.0
Gujarat,05-28-22,28195.76
Gujarat,05-29-22,25077.8
Gujarat,05-30-22,24048.0
Gujarat,05-31-22,26159.0
Gujarat,06-01-22,31205.12
Gujarat,06-02-22,26553.58
Gujarat,06-03-22,28236.04
Gujarat,06-04-22,17253.0
Gujarat,06-05-22,18670.0
Gujarat,06-06-22,35308.66
Gujarat,06-07-22,34567.28
Gujarat,06-08-22,34001.82
Gujarat,06-09-22,25383.54
Gujarat,06-10-22,29492.0
Gujarat,06-11-22,28235.12
Gujarat,06-12-22,29442.0
Gujarat,06-13-22,28727.28
Gujarat,06-14-22,31142.56
Gujarat,06-15-22,27069.2
Gujarat,06-16-22,26528.0
Gujarat,06-17-22,20690.36
Gujarat,06-18-22,21965.0
Gujarat,06-19-22,20429.28
Gujarat,06-20-22,17719.88
Gujarat,06-21-22,25976.04
Gujarat,06-22-22,30672.52
Gujarat,06-23-22,24351.54
Gujarat,06-24-22,28129.1
Gujarat,06-25-22,13902.0
Gujarat,06-26-22,32913.96
Gujarat,06-27-22,29591.96
Gujarat,06-28-22,27760.0
Gujarat,06-29-22,15620.0
HARYANA,03-31-22,3397.19
HARYANA,04-01-22,30182.19
HARYANA,04-02-22,30741.48
HARYANA,04-03-22,23889.19
HARYANA,04-04-22,34484.24
HARYANA,04-05-22,35635.48
HARYANA,04-06-22,24000.24
HARYANA,04-07-22,25913.14
HARYANA,04-08-22,32130.92
HARYANA,04-09-22,42846.34
HARYANA,04-10-22,45252.84
HARYANA,04-11-22,26364.52
HARYANA,04-12-22,29556.57
HARYANA,04-13-22,37023.18
HARYANA,04-14-22,31539.34
HARYANA,04-15-22,47000.58
HARYANA,04-16-22,41760.1
HARYANA,04-17-22,51672.29
HARYANA,04-18-22,20934.19
HARYANA,04-19-22,25458.0
HARYANA,04-20-22,44708.33
HARYANA,04-21-22,28996.71
HARYANA,04-22-22,46843.34
HARYANA,04-23-22,49065.33
HARYANA,04-24-22,45263.24
HARYANA,04-25-22,31321.18
HARYANA,04-26-22,27884.86
HARYANA,04-27-22,22678.9
HARYANA,04-28-22,37624.81
HARYANA,04-29-22,29019.48
HARYANA,04-30-22,38248.51
HARYANA,05-01-22,34942.95
HARYANA,05-02-22,48902.58
HARYANA,05-03-22,38787.93
HARYANA,05-04-22,52205.5
HARYANA,05-05-22,40850.89
HARYANA,05-06-22,32121.0
HARYANA,05-07-22,45401.81
HARYANA,05-08-22,23736.29
HARYANA,05-09-22,21943.0
HARYANA,05-10-22,22902.29
HARYANA,05-11-22,21924.0
HARYANA,05-12-22,29352.0
HARYANA,05-13-22,16846.57
HARYANA,05-14-22,28572.09
HARYANA,05-15-22,25955.0
HARYANA,05-16-22,39294.43
HARYANA,05-17-22,31432.48
HARYANA,05-18-22,22988.09
HARYANA,05-19-22,22666.0
HARYANA,05-20-22,23338.54
HARYANA,05-21-22,27633.76
HARYANA,05-22-22,37240.43
HARYANA,05-23-22,32991.43
HARYANA,05-24-22,30426.0
HARYANA,05-25-22,27843.29
HARYANA,05-26-22,33836.29
HARYANA,05-27-22,31798.0
HARYANA,05-28-22,45383.29
HARYANA,05-29-22,34565.49
HARYANA,05-30-22,36564.0
HARYANA,05-31-22,29873.62
HARYANA,06-01-22,39380.81
HARYANA,06-02-22,31750.86
HARYANA,06-03-22,14592.0
HARYANA,06-04-22,31677.0
HARYANA,06-05-22,37650.86
HARYANA,06-06-22,34789.0
HARYANA,06-07-22,39264.0
HARYANA,06-08-22,40815.57
HARYANA,06-09-22,34969.38
HARYANA,06-10-22,26861.0
HARYANA,06-11-22,24893.0
HARYANA,06-12-22,35343.0
HARYANA,06-13-22,26658.1
HARYANA,06-14-22,38367.24
HARYANA,06-15-22,33796.0
HARYANA,06-16-22,37506.0
HARYANA,06-17-22,26712.0
HARYANA,06-18-22,26021.0
HARYANA,06-19-22,22120.28
HARYANA,06-20-22,22696.47
HARYANA,06-21-22,26928.43
HARYANA,06-22-22,26137.0
HARYANA,06-23-22,25561.670000000002
HARYANA,06-24-22,22376.0
HARYANA,06-25-22,25267.0
HARYANA,06-26-22,39619.57
HARYANA,06-27-22,24432.0
HARYANA,06-28-22,18143.0
HARYANA,06-29-22,14009.0
HIMACHAL PRADESH,04-01-22,11770.19
HIMACHAL PRADESH,04-02-22,11705.43
HIMACHAL PRADESH,04-03-22,5605.0
HIMACHAL PRADESH,04-04-22,4887.43
HIMACHAL PRADESH,04-05-22,7160.71
HIMACHAL PRADESH,04-06-22,7656.42
HIMACHAL PRADESH,04-07-22,1079.0
HIMACHAL PRADESH,04-08-22,3100.0
HIMACHAL PRADESH,04-09-22,4935.0
HIMACHAL PRADESH,04-10-22,5332.89
HIMACHAL PRADESH,04-11-22,5751.0
HIMACHAL PRADESH,04-12-22,5482.0
HIMACHAL PRADESH,04-13-22,3451.0
HIMACHAL PRADESH,04-14-22,10853.0
HIMACHAL PRADESH,04-15-22,3983.0
HIMACHAL PRADESH,04-16-22,17570.62
HIMACHAL PRADESH,04-17-22,5433.0
HIMACHAL PRADESH,04-18-22,7647.0
HIMACHAL PRADESH,04-19-22,5917.0
HIMACHAL PRADESH,04-20-22,5862.0
HIMACHAL PRADESH,04-21-22,5453.0
HIMACHAL PRADESH,04-22-22,7908.33
HIMACHAL PRADESH,04-23-22,6680.0
HIMACHAL PRADESH,04-24-22,6447.95
HIMACHAL PRADESH,04-25-22,7642.57
HIMACHAL PRADESH,04-26-22,7555.0
HIMACHAL PRADESH,04-27-22,5278.0
HIMACHAL PRADESH,04-28-22,5305.0
HIMACHAL PRADESH,04-29-22,2412.0
HIMACHAL PRADESH,04-30-22,8991.0
HIMACHAL PRADESH,05-01-22,3574.0
HIMACHAL PRADESH,05-02-22,5960.48
HIMACHAL PRADESH,05-03-22,8564.0
HIMACHAL PRADESH,05-04-22,4422.0
HIMACHAL PRADESH,05-05-22,6931.0
HIMACHAL PRADESH,05-06-22,6767.0
HIMACHAL PRADESH,05-07-22,4671.67
HIMACHAL PRADESH,05-08-22,8233.57
HIMACHAL PRADESH,05-09-22,6685.0
HIMACHAL PRADESH,05-10-22,3032.0
HIMACHAL PRADESH,05-11-22,5900.0
HIMACHAL PRADESH,05-12-22,1528.0
HIMACHAL PRADESH,05-13-22,4125.0
HIMACHAL PRADESH,05-14-22,4237.38
HIMACHAL PRADESH,05-15-22,5145.0
HIMACHAL PRADESH,05-16-22,6454.1900000000005
HIMACHAL PRADESH,05-17-22,3125.0
HIMACHAL PRADESH,05-18-22,5102.43
HIMACHAL PRADESH,05-19-22,7528.62
HIMACHAL PRADESH,05-20-22,1984.0
HIMACHAL PRADESH,05-21-22,3408.0
HIMACHAL PRADESH,05-22-22,8146.62
HIMACHAL PRADESH,05-23-22,764.0
HIMACHAL PRADESH,05-24-22,4796.9
HIMACHAL PRADESH,05-25-22,1478.0
HIMACHAL PRADESH,05-26-22,1135.0
HIMACHAL PRADESH,05-27-22,2913.0
HIMACHAL PRADESH,05-28-22,6008.0
HIMACHAL PRADESH,05-29-22,3088.43
HIMACHAL PRADESH,05-30-22,8350.0
HIMACHAL PRADESH,05-31-22,7341.53
HIMACHAL PRADESH,06-01-22,3125.0
HIMACHAL PRADESH,06-02-22,5225.72
HIMACHAL PRADESH,06-03-22,7039.14
HIMACHAL PRADESH,06-04-22,7860.0
HIMACHAL PRADESH,06-05-22,6125.860000000001
HIMACHAL PRADESH,06-06-22,6687.11
HIMACHAL PRADESH,06-07-22,10126.0
HIMACHAL PRADESH,06-08-22,4559.11
HIMACHAL PRADESH,06-09-22,7446.0
HIMACHAL PRADESH,06-10-22,4882.0
HIMACHAL PRADESH,06-11-22,4196.1
HIMACHAL PRADESH,06-12-22,6409.0
HIMACHAL PRADESH,06-13-22,2969.38
HIMACHAL PRADESH,06-14-22,1943.0
HIMACHAL PRADESH,06-15-22,7745.25
HIMACHAL PRADESH,06-16-22,3312.0
HIMACHAL PRADESH,06-17-22,5385.0
HIMACHAL PRADESH,06-18-22,5962.1900000000005
HIMACHAL PRADESH,06-19-22,2561.0
HIMACHAL PRADESH,06-20-22,681.0
HIMACHAL PRADESH,06-21-22,6134.0
HIMACHAL PRADESH,06-22-22,6195.0
HIMACHAL PRADESH,06-23-22,5910.0
HIMACHAL PRADESH,06-24-22,7403.0
HIMACHAL PRADESH,06-25-22,6445.0
HIMACHAL PRADESH,06-26-22,6025.0
HIMACHAL PRADESH,06-27-22,5141.0
HIMACHAL PRADESH,06-28-22,5617.29
JAMMU & KASHMIR,03-31-22,724.76
JAMMU & KASHMIR,04-01-22,1391.0
JAMMU & KASHMIR,04-02-22,4103.95
JAMMU & KASHMIR,04-03-22,3493.0
JAMMU & KASHMIR,04-04-22,2985.0
JAMMU & KASHMIR,04-05-22,5530.0
JAMMU & KASHMIR,04-06-22,7225.1
JAMMU & KASHMIR,04-07-22,3484.33
JAMMU & KASHMIR,04-08-22,7884.0
JAMMU & KASHMIR,04-09-22,3963.0
JAMMU & KASHMIR,04-10-22,4552.0
JAMMU & KASHMIR,04-11-22,5442.48
JAMMU & KASHMIR,04-12-22,4444.57
JAMMU & KASHMIR,04-13-22,9053.95
JAMMU & KASHMIR,04-14-22,5526.0
JAMMU & KASHMIR,04-15-22,6081.0
JAMMU & KASHMIR,04-16-22,10065.1
JAMMU & KASHMIR,04-17-22,4197.0
JAMMU & KASHMIR,04-18-22,6442.0
JAMMU & KASHMIR,04-19-22,8743.0
JAMMU & KASHMIR,04-20-22,8733.0
JAMMU & KASHMIR,04-21-22,9272.0
JAMMU & KASHMIR,04-22-22,7538.0
JAMMU & KASHMIR,04-23-22,6480.86
JAMMU & KASHMIR,04-24-22,4550.12
JAMMU & KASHMIR,04-25-22,6038.0
JAMMU & KASHMIR,04-26-22,3947.0
JAMMU & KASHMIR,04-27-22,5256.0
JAMMU & KASHMIR,04-28-22,6114.0
JAMMU & KASHMIR,04-29-22,6965.0
JAMMU & KASHMIR,04-30-22,4684.0
JAMMU & KASHMIR,05-01-22,7156.0
JAMMU & KASHMIR,05-02-22,5832.0
JAMMU & KASHMIR,05-03-22,3895.0
JAMMU & KASHMIR,05-04-22,14261.72
JAMMU & KASHMIR,05-05-22,8256.36
JAMMU & KASHMIR,05-06-22,2946.0
JAMMU & KASHMIR,05-07-22,6005.0
JAMMU & KASHMIR,05-08-22,8282.0
JAMMU & KASHMIR,05-09-22,4270.0
JAMMU & KASHMIR,05-10-22,3510.81
JAMMU & KASHMIR,05-11-22,4538.0
JAMMU & KASHMIR,05-12-22,2434.19
JAMMU & KASHMIR,05-13-22,4516.0
JAMMU & KASHMIR,05-14-22,4530.0
JAMMU & KASHMIR,05-15-22,3579.0
JAMMU & KASHMIR,05-16-22,2523.48
JAMMU & KASHMIR,05-17-22,5064.0
JAMMU & KASHMIR,05-18-22,3518.8599999999997
JAMMU & KASHMIR,05-19-22,2516.0
