ship-state,Date,Total_amount
TELANGANA,04-20-22,91713.59
TELANGANA,04-21-22,96111.96
TELANGANA,04-22-22,85052.76
TELANGANA,04-23-22,93554.43
TELANGANA,04-24-22,79037.41
TELANGANA,04-25-22,83055.2
TELANGANA,04-26-22,72281.86
TELANGANA,04-27-22,72800.14
TELANGANA,04-28-22,68450.79
TELANGANA,04-29-22,66681.53
TELANGANA,04-30-22,95124.47
TELANGANA,05-01-22,99068.97
TELANGANA,05-02-22,89360.9
TELANGANA,05-03-22,109779.37
TELANGANA,05-04-22,97931.86
TELANGANA,05-05-22,78251.47
TELANGANA,05-06-22,85948.25
TELANGANA,05-07-22,80495.0
TELANGANA,05-08-22,73256.65
TELANGANA,05-09-22,64132.39
TELANGANA,05-10-22,55444.92
TELANGANA,05-11-22,59652.53
TELANGANA,05-12-22,58172.81
TELANGANA,05-13-22,67082.38
TELANGANA,05-14-22,67246.23
TELANGANA,05-15-22,78965.16
TELANGANA,05-16-22,61583.86
TELANGANA,05-17-22,60760.14
TELANGANA,05-18-22,77620.56
TELANGANA,05-19-22,80035.03
TELANGANA,05-20-22,65393.08
TELANGANA,05-21-22,60725.44
TELANGANA,05-22-22,74992.96
TELANGANA,05-23-22,79561.72
TELANGANA,05-24-22,86139.77
TELANGANA,05-25-22,88130.72
TELANGANA,05-26-22,70480.57
TELANGANA,05-27-22,68659.63
TELANGANA,05-28-22,70404.29
TELANGANA,05-29-22,70088.41
TELANGANA,05-30-22,94555.87
TELANGANA,05-31-22,93748.06
TELANGANA,06-01-22,91543.71
TELANGANA,06-02-22,83425.96
TELANGANA,06-03-22,71226.43
TELANGANA,06-04-22,87328.0
TELANGANA,06-05-22,76587.43
TELANGANA,06-06-22,85440.8
TELANGANA,06-07-22,99786.34
TELANGANA,06-08-22,88892.06
TELANGANA,06-09-22,106644.25
TELANGANA,06-10-22,86495.26
TELANGANA,06-11-22,80250.56
TELANGANA,06-12-22,87364.29
TELANGANA,06-13-22,88878.96
TELANGANA,06-14-22,83221.29
TELANGANA,06-15-22,82939.57
TELANGANA,06-16-22,66447.67
TELANGANA,06-17-22,62717.57
TELANGANA,06-18-22,65447.6
TELANGANA,06-19-22,52863.91
TELANGANA,06-20-22,74151.39
TELANGANA,06-21-22,80387.2
TELANGANA,06-22-22,76624.75
TELANGANA,06-23-22,62339.28
TELANGANA,06-24-22,66257.42
TELANGANA,06-25-22,64153.38
TELANGANA,06-26-22,70874.67
TELANGANA,06-27-22,84630.39
TELANGANA,06-28-22,91458.02
TELANGANA,06-29-22,33592.0
TRIPURA,03-31-22,688.0
TRIPURA,04-01-22,3130.24
TRIPURA,04-02-22,299.0
TRIPURA,04-03-22,1112.0
TRIPURA,04-04-22,3341.0
TRIPURA,04-05-22,690.0
TRIPURA,04-06-22,2674.0
TRIPURA,04-07-22,1810.0
TRIPURA,04-08-22,1762.0
TRIPURA,04-09-22,1065.0
TRIPURA,04-11-22,1945.0
TRIPURA,04-12-22,1612.0
TRIPURA,04-13-22,2286.0
TRIPURA,04-14-22,1873.0
TRIPURA,04-16-22,1948.0
TRIPURA,04-17-22,1511.0
TRIPURA,04-18-22,1526.0
TRIPURA,04-20-22,562.0
TRIPURA,04-21-22,0.0
TRIPURA,04-23-22,0.0
TRIPURA,04-24-22,771.0
TRIPURA,04-25-22,941.0
TRIPURA,04-27-22,2591.0
TRIPURA,04-29-22,2894.0
TRIPURA,04-30-22,3092.0
TRIPURA,05-02-22,399.0
TRIPURA,05-03-22,2111.0
TRIPURA,05-04-22,999.0
TRIPURA,05-05-22,859.0
TRIPURA,05-06-22,927.0
TRIPURA,05-09-22,696.0
TRIPURA,05-10-22,545.0
TRIPURA,05-11-22,1892.0
TRIPURA,05-14-22,1034.0
TRIPURA,05-15-22,574.0
TRIPURA,05-16-22,811.0
TRIPURA,05-18-22,878.0
TRIPURA,05-19-22,574.0
TRIPURA,05-20-22,771.0
TRIPURA,05-21-22,700.95
TRIPURA,05-22-22,1223.0
TRIPURA,05-23-22,1186.0
TRIPURA,05-24-22,380.0
TRIPURA,05-25-22,345.0
TRIPURA,05-26-22,1412.0
TRIPURA,05-27-22,1609.0
TRIPURA,05-28-22,1932.0
TRIPURA,05-31-22,2970.14
TRIPURA,06-01-22,2276.0
TRIPURA,06-02-22,1762.0
TRIPURA,06-03-22,1442.0
TRIPURA,06-06-22,416.0
TRIPURA,06-07-22,709.0
TRIPURA,06-08-22,5012.07
TRIPURA,06-09-22,431.0
TRIPURA,06-10-22,399.0
TRIPURA,06-11-22,1694.0
TRIPURA,06-12-22,735.0
TRIPURA,06-13-22,663.0
TRIPURA,06-14-22,2075.0
TRIPURA,06-15-22,1044.0
TRIPURA,06-18-22,735.0
TRIPURA,06-19-22,1798.0
TRIPURA,06-20-22,471.0
TRIPURA,06-24-22,881.0
TRIPURA,06-25-22,422.0
TRIPURA,06-27-22,2162.0
TRIPURA,06-28-22,645.0
TRIPURA,06-29-22,1825.0
UTTAR PRADESH,03-31-22,10979.0
UTTAR PRADESH,04-01-22,51670.72
UTTAR PRADESH,04-02-22,78330.06
UTTAR PRADESH,04-03-22,102237.21
UTTAR PRADESH,04-04-22,87340.85
UTTAR PRADESH,04-05-22,82142.61
UTTAR PRADESH,04-06-22,81936.29
UTTAR PRADESH,04-07-22,79908.62
UTTAR PRADESH,04-08-22,96489.55
UTTAR PRADESH,04-09-22,85718.68
UTTAR PRADESH,04-10-22,121133.54
UTTAR PRADESH,04-11-22,81964.87
UTTAR PRADESH,04-12-22,77135.89
UTTAR PRADESH,04-13-22,75816.58
UTTAR PRADESH,04-14-22,108656.67
UTTAR PRADESH,04-15-22,80484.81
UTTAR PRADESH,04-16-22,99345.49
UTTAR PRADESH,04-17-22,74470.86
UTTAR PRADESH,04-18-22,76727.82
UTTAR PRADESH,04-19-22,81849.52
UTTAR PRADESH,04-20-22,107566.01
UTTAR PRADESH,04-21-22,79437.86
UTTAR PRADESH,04-22-22,97693.73
UTTAR PRADESH,04-23-22,93236.34
UTTAR PRADESH,04-24-22,105161.28
UTTAR PRADESH,04-25-22,94389.82
UTTAR PRADESH,04-26-22,73425.83
UTTAR PRADESH,04-27-22,77807.12
UTTAR PRADESH,04-28-22,84481.19
UTTAR PRADESH,04-29-22,64958.67
UTTAR PRADESH,04-30-22,86102.62
UTTAR PRADESH,05-01-22,89536.43
UTTAR PRADESH,05-02-22,106759.08
UTTAR PRADESH,05-03-22,100692.66
UTTAR PRADESH,05-04-22,121344.76
UTTAR PRADESH,05-05-22,72978.81
UTTAR PRADESH,05-06-22,83428.0
UTTAR PRADESH,05-07-22,80274.29
UTTAR PRADESH,05-08-22,110027.2
UTTAR PRADESH,05-09-22,74291.52
UTTAR PRADESH,05-10-22,72369.33
UTTAR PRADESH,05-11-22,64751.96
UTTAR PRADESH,05-12-22,73393.39
UTTAR PRADESH,05-13-22,65674.16
UTTAR PRADESH,05-14-22,85273.54
UTTAR PRADESH,05-15-22,78938.14
UTTAR PRADESH,05-16-22,58578.12
UTTAR PRADESH,05-17-22,65328.77
UTTAR PRADESH,05-18-22,72068.28
UTTAR PRADESH,05-19-22,61273.85
UTTAR PRADESH,05-20-22,60115.49
UTTAR PRADESH,05-21-22,77477.9
UTTAR PRADESH,05-22-22,78228.57
UTTAR PRADESH,05-23-22,65220.49
UTTAR PRADESH,05-24-22,69868.0
UTTAR PRADESH,05-25-22,73243.47
UTTAR PRADESH,05-26-22,65385.0
UTTAR PRADESH,05-27-22,73091.81
UTTAR PRADESH,05-28-22,71178.0
UTTAR PRADESH,05-29-22,68703.58
UTTAR PRADESH,05-30-22,57537.96
UTTAR PRADESH,05-31-22,54087.72
UTTAR PRADESH,06-01-22,88375.83
UTTAR PRADESH,06-02-22,84031.8
UTTAR PRADESH,06-03-22,61273.52
UTTAR PRADESH,06-04-22,81274.33
UTTAR PRADESH,06-05-22,76977.86
UTTAR PRADESH,06-06-22,71045.91
UTTAR PRADESH,06-07-22,81297.74
UTTAR PRADESH,06-08-22,90514.54
UTTAR PRADESH,06-09-22,79125.53
UTTAR PRADESH,06-10-22,60174.0
UTTAR PRADESH,06-11-22,62795.91
UTTAR PRADESH,06-12-22,67393.44
UTTAR PRADESH,06-13-22,55261.13
UTTAR PRADESH,06-14-22,73998.7
UTTAR PRADESH,06-15-22,62751.02
UTTAR PRADESH,06-16-22,46698.42
UTTAR PRADESH,06-17-22,72696.77
UTTAR PRADESH,06-18-22,60166.3
UTTAR PRADESH,06-19-22,75800.54
UTTAR PRADESH,06-20-22,48308.48
UTTAR PRADESH,06-21-22,50856.35
UTTAR PRADESH,06-22-22,58066.05
UTTAR PRADESH,06-23-22,56179.76
UTTAR PRADESH,06-24-22,55341.19
UTTAR PRADESH,06-25-22,52244.5
UTTAR PRADESH,06-26-22,53389.57
UTTAR PRADESH,06-27-22,49373.39
UTTAR PRADESH,06-28-22,57817.11
UTTAR PRADESH,06-29-22,33692.0
UTTARAKHAND,03-31-22,1138.0
UTTARAKHAND,04-01-22,13199.0
UTTARAKHAND,04-02-22,9545.29
UTTARAKHAND,04-03-22,11114.0
UTTARAKHAND,04-04-22,12366.0
UTTARAKHAND,04-05-22,15075.0
UTTARAKHAND,04-06-22,15903.0
UTTARAKHAND,04-07-22,13506.48
UTTARAKHAND,04-08-22,10412.1
UTTARAKHAND,04-09-22,10216.0
UTTARAKHAND,04-10-22,16787.0
UTTARAKHAND,04-11-22,13191.7
UTTARAKHAND,04-12-22,18038.0
UTTARAKHAND,04-13-22,20320.96
UTTARAKHAND,04-14-22,15574.43
UTTARAKHAND,04-15-22,11751.57
UTTARAKHAND,04-16-22,14997.86
UTTARAKHAND,04-17-22,12091.0
UTTARAKHAND,04-18-22,17577.36
UTTARAKHAND,04-19-22,12302.95
UTTARAKHAND,04-20-22,12666.57
UTTARAKHAND,04-21-22,7731.1
UTTARAKHAND,04-22-22,16062.95
UTTARAKHAND,04-23-22,16172.54
UTTARAKHAND,04-24-22,17496.19
UTTARAKHAND,04-25-22,13852.0
UTTARAKHAND,04-26-22,10954.039999999999
UTTARAKHAND,04-27-22,7831.0
UTTARAKHAND,04-28-22,13092.0
UTTARAKHAND,04-29-22,11671.0
UTTARAKHAND,04-30-22,13403.36
UTTARAKHAND,05-01-22,13511.0
UTTARAKHAND,05-02-22,17667.0
UTTARAKHAND,05-03-22,16710.0
UTTARAKHAND,05-04-22,14136.0
UTTARAKHAND,05-05-22,7839.0
UTTARAKHAND,05-06-22,13915.81
UTTARAKHAND,05-07-22,16484.0
UTTARAKHAND,05-08-22,8017.82
UTTARAKHAND,05-09-22,8902.05
UTTARAKHAND,05-10-22,7036.33
UTTARAKHAND,05-11-22,16981.57
UTTARAKHAND,05-12-22,6128.0
UTTARAKHAND,05-13-22,6874.48
UTTARAKHAND,05-14-22,9179.77
UTTARAKHAND,05-15-22,12710.71
UTTARAKHAND,05-16-22,10296.57
UTTARAKHAND,05-17-22,10753.43
UTTARAKHAND,05-18-22,12376.48
UTTARAKHAND,05-19-22,12863.86
UTTARAKHAND,05-20-22,10515.0
UTTARAKHAND,05-21-22,4001.5699999999997
UTTARAKHAND,05-22-22,10070.82
UTTARAKHAND,05-23-22,7847.86
UTTARAKHAND,05-24-22,8682.0
UTTARAKHAND,05-25-22,5341.0
UTTARAKHAND,05-26-22,6033.0
UTTARAKHAND,05-27-22,6545.8099999999995
UTTARAKHAND,05-28-22,8811.0
UTTARAKHAND,05-29-22,8234.43
UTTARAKHAND,05-30-22,9836.0
UTTARAKHAND,05-31-22,14411.0
UTTARAKHAND,06-01-22,6600.0
UTTARAKHAND,06-02-22,9952.0
UTTARAKHAND,06-03-22,10290.66
UTTARAKHAND,06-04-22,3738.0
UTTARAKHAND,06-05-22,7662.0
UTTARAKHAND,06-06-22,9684.0
UTTARAKHAND,06-07-22,8904.0
UTTARAKHAND,06-08-22,13969.1
UTTARAKHAND,06-09-22,12313.76
UTTARAKHAND,06-10-22,9196.0
UTTARAKHAND,06-11-22,8010.0
UTTARAKHAND,06-12-22,4614.0
UTTARAKHAND,06-13-22,13060.71
UTTARAKHAND,06-14-22,8629.0
UTTARAKHAND,06-15-22,8945.0
UTTARAKHAND,06-16-22,9878.0
UTTARAKHAND,06-17-22,12667.0
UTTARAKHAND,06-18-22,6991.0
UTTARAKHAND,06-19-22,6319.0
UTTARAKHAND,06-20-22,7320.0
UTTARAKHAND,06-21-22,14656.83
UTTARAKHAND,06-22-22,3990.0
UTTARAKHAND,06-23-22,13144.67
UTTARAKHAND,06-24-22,5205.0
UTTARAKHAND,06-25-22,4577.0
UTTARAKHAND,06-26-22,6819.0
UTTARAKHAND,06-27-22,7800.0
UTTARAKHAND,06-28-22,5381.0
UTTARAKHAND,06-29-22,5073.0
WEST BENGAL,03-31-22,8973.0
WEST BENGAL,04-01-22,51513.85
WEST BENGAL,04-02-22,45096.53
WEST BENGAL,04-03-22,42481.43
WEST BENGAL,04-04-22,46536.39
WEST BENGAL,04-05-22,57133.1
WEST BENGAL,04-06-22,51934.79
WEST BENGAL,04-07-22,51427.24
WEST BENGAL,04-08-22,61786.57
WEST BENGAL,04-09-22,54438.62
WEST BENGAL,04-10-22,62932.52
WEST BENGAL,04-11-22,64396.82
WEST BENGAL,04-12-22,45586.38
WEST BENGAL,04-13-22,62287.07
WEST BENGAL,04-14-22,54292.81
WEST BENGAL,04-15-22,37258.04
WEST BENGAL,04-16-22,44414.43
WEST BENGAL,04-17-22,42019.1
WEST BENGAL,04-18-22,41601.05
WEST BENGAL,04-19-22,43892.99
WEST BENGAL,04-20-22,52360.33
WEST BENGAL,04-21-22,39345.75
WEST BENGAL,04-22-22,29652.64
WEST BENGAL,04-23-22,46681.0
WEST BENGAL,04-24-22,64529.68
WEST BENGAL,04-25-22,45199.81
WEST BENGAL,04-26-22,44354.91
WEST BENGAL,04-27-22,36358.76
WEST BENGAL,04-28-22,42710.0
WEST BENGAL,04-29-22,43128.79
WEST BENGAL,04-30-22,55715.49
WEST BENGAL,05-01-22,54416.19
WEST BENGAL,05-02-22,52350.43
WEST BENGAL,05-03-22,50831.19
WEST BENGAL,05-04-22,55048.11
WEST BENGAL,05-05-22,30456.34
WEST BENGAL,05-06-22,34413.48
WEST BENGAL,05-07-22,43193.55
WEST BENGAL,05-08-22,44797.17
WEST BENGAL,05-09-22,36269.43
WEST BENGAL,05-10-22,34980.67
WEST BENGAL,05-11-22,31162.0
WEST BENGAL,05-12-22,21267.93
WEST BENGAL,05-13-22,27343.05
WEST BENGAL,05-14-22,32109.71
WEST BENGAL,05-15-22,30268.36
WEST BENGAL,05-16-22,23718.95
WEST BENGAL,05-17-22,24049.34
WEST BENGAL,05-18-22,27167.96
WEST BENGAL,05-19-22,33249.14
WEST BENGAL,05-20-22,31853.29
WEST BENGAL,05-21-22,25536.76
WEST BENGAL,05-22-22,28812.76
WEST BENGAL,05-23-22,36242.0
WEST BENGAL,05-24-22,32236.48
WEST BENGAL,05-25-22,48475.72
WEST BENGAL,05-26-22,25157.91
WEST BENGAL,05-27-22,37581.12
WEST BENGAL,05-28-22,43760.67
WEST BENGAL,05-29-22,28355.91
WEST BENGAL,05-30-22,36909.02
WEST BENGAL,05-31-22,29646.81
WEST BENGAL,06-01-22,23849.62
WEST BENGAL,06-02-22,34688.0
WEST BENGAL,06-03-22,34561.81
WEST BENGAL,06-04-22,22310.0
WEST BENGAL,06-05-22,37666.67
WEST BENGAL,06-06-22,29921.0
WEST BENGAL,06-07-22,30726.57
WEST BENGAL,06-08-22,40263.0
WEST BENGAL,06-09-22,43173.71
WEST BENGAL,06-10-22,32034.88
WEST BENGAL,06-11-22,33371.62
WEST BENGAL,06-12-22,40331.61
WEST BENGAL,06-13-22,30808.05
WEST BENGAL,06-14-22,42233.05
WEST BENGAL,06-15-22,42901.76
WEST BENGAL,06-16-22,31850.19
WEST BENGAL,06-17-22,38278.57
WEST BENGAL,06-18-22,29501.33
WEST BENGAL,06-19-22,39835.57
WEST BENGAL,06-20-22,28021.0
WEST BENGAL,06-21-22,38024.85
WEST BENGAL,06-22-22,26967.0
WEST BENGAL,06-23-22,33439.38
WEST BENGAL,06-24-22,21823.0
WEST BENGAL,06-25-22,28892.19
WEST BENGAL,06-26-22,24773.25
WEST BENGAL,06-27-22,36388.57
WEST BENGAL,06-28-22,28965.95
WEST BENGAL,06-29-22,20576.9
bihar,05-06-22,1432.0
delhi,04-02-22,1641.0
delhi,04-03-22,1682.0
delhi,04-08-22,792.0
delhi,04-10-22,647.62
delhi,04-11-22,399.0
delhi,04-12-22,388.0
delhi,04-18-22,549.0
delhi,04-20-22,459.0
delhi,05-26-22,709.0
delhi,05-27-22,2085.0
delhi,06-01-22,1099.0
delhi,06-13-22,1122.0
delhi,06-21-22,3079.0
delhi,06-26-22,1074.0
delhi,06-27-22,828.0
goa,04-07-22,741.0
goa,05-02-22,626.0
goa,05-22-22,799.0
goa,05-27-22,301.0
orissa,04-13-22,597.0
punjab,04-02-22,472.0
punjab,04-14-22,534.0
punjab,04-16-22,599.0
punjab,04-21-22,2868.0
punjab,04-27-22,1198.0
punjab,05-02-22,1207.0
punjab,05-07-22,786.0
punjab,06-18-22,958.0
rajasthan,04-15-22,563.0
rajasthan,04-21-22,1744.0
rajasthan,04-24-22,754.0
rajasthan,04-29-22,885.0
rajsthan,06-22-22,521.0
